t t ref_freq ref_freq electric_frequency electric_frequency hall_freq hall_freq isA isA isB isB isC isC isD isD isQ isQ VsD VsD VsQ VsQ Vs Vs Vs_cita Vs_cita Vs_cita_relative Vs_cita_relative psisD psisD psisQ psisQ psis psis psis_alpha psis_alpha psis_ref psis_ref te te Ud Ud pi_control pi_control pi_max pi_max
t 16777216.00 ref_freq 0.00 electric_frequency 0.05 hall_freq 0.00 isA -5.95 isB -5.96 isC 11.91 isD -5.95 isQ -10.31 VsD -0.82 VsQ -1.47 Vs 1.66 Vs_cita 240.81 Vs_cita_relative 240.81 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.04 Ud 4.10 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.04 hall_freq 0.00 isA -5.94 isB -5.85 isC 11.79 isD -5.94 isQ -10.19 VsD -0.79 VsQ -1.41 Vs 1.66 Vs_cita 240.70 Vs_cita_relative 240.70 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 25.00 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.01 hall_freq 0.00 isA -6.11 isB -6.02 isC 12.13 isD -6.11 isQ -10.48 VsD -0.88 VsQ -1.55 Vs 1.64 Vs_cita 240.70 Vs_cita_relative 240.70 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.04 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.03 hall_freq 0.00 isA -5.99 isB -5.97 isC 11.97 isD -5.99 isQ -10.36 VsD -0.80 VsQ -1.44 Vs 1.65 Vs_cita 240.87 Vs_cita_relative 240.87 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te 25.00 Ud 4.11 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.24 hall_freq 0.00 isA -5.96 isB -5.92 isC 11.88 isD -5.96 isQ -10.28 VsD -0.82 VsQ -1.46 Vs 1.64 Vs_cita 241.87 Vs_cita_relative 241.87 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te 25.00 Ud 4.16 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.03 hall_freq 0.00 isA -6.13 isB -6.03 isC 12.16 isD -6.13 isQ 25.00 VsD -0.89 VsQ -1.56 Vs 1.65 Vs_cita 240.74 Vs_cita_relative 240.74 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.03 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.03 hall_freq 0.00 isA -6.16 isB -6.08 isC 12.23 isD -6.16 isQ 25.00 VsD -0.89 VsQ -1.58 Vs 1.67 Vs_cita 240.77 Vs_cita_relative 240.77 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.02 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.27 hall_freq 0.00 isA -5.97 isB -5.92 isC 11.89 isD -5.97 isQ -10.28 VsD -0.81 VsQ -1.44 Vs 1.66 Vs_cita 241.88 Vs_cita_relative 241.88 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.15 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.08 hall_freq 0.00 isA -6.03 isB -5.98 isC 12.01 isD -6.03 isQ -10.39 VsD -0.82 VsQ -1.47 Vs 1.63 Vs_cita 240.32 Vs_cita_relative 240.32 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 25.00 psis_ref 25.00000 te 25.00 Ud 4.09 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 25.00 hall_freq 0.00 isA -5.94 isB -5.89 isC 11.83 isD -5.94 isQ -10.23 VsD -0.79 VsQ -1.41 Vs 1.65 Vs_cita 240.40 Vs_cita_relative 240.40 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.18 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.15 hall_freq 0.00 isA -5.99 isB -6.04 isC 12.03 isD -5.99 isQ -10.43 VsD -0.85 VsQ -1.53 Vs 1.63 Vs_cita 240.67 Vs_cita_relative 240.67 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.04 Ud 4.09 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.30 hall_freq 0.00 isA -6.01 isB -5.95 isC 11.97 isD -6.01 isQ -10.34 VsD -0.83 VsQ -1.47 Vs 1.65 Vs_cita 241.97 Vs_cita_relative 241.97 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.13 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.06 hall_freq 0.00 isA -5.99 isB -5.91 isC 11.89 isD -5.99 isQ -10.28 VsD -0.83 VsQ -1.48 Vs 1.59 Vs_cita 240.99 Vs_cita_relative 240.99 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.11 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 25.00 hall_freq 0.00 isA -6.03 isB -5.91 isC 11.93 isD -6.03 isQ -10.30 VsD -0.82 VsQ -1.44 Vs 1.65 Vs_cita 240.51 Vs_cita_relative 240.51 psisD 25.00 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.14 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.02 hall_freq 0.00 isA -5.96 isB -5.87 isC 11.84 isD -5.96 isQ -10.22 VsD -0.79 VsQ -1.40 Vs 1.64 Vs_cita 240.54 Vs_cita_relative 240.54 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.02 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.10 hall_freq 0.00 isA -5.91 isB -5.86 isC 11.77 isD -5.91 isQ -10.18 VsD -0.78 VsQ -1.40 Vs 1.65 Vs_cita 25.00 Vs_cita_relative 25.00 psisD 0.01 psisQ 25.00 psis 25.00 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.04 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.01 hall_freq 0.00 isA -5.99 isB -5.97 isC 11.96 isD -5.99 isQ -10.35 VsD 25.00 VsQ -1.46 Vs 1.65 Vs_cita 240.87 Vs_cita_relative 240.87 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te 25.00 Ud 4.11 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.02 hall_freq 0.00 isA -6.01 isB -5.92 isC 11.93 isD -6.01 isQ -10.31 VsD -0.82 VsQ -1.45 Vs 1.63 Vs_cita 240.55 Vs_cita_relative 240.55 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.11 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.28 hall_freq 0.00 isA -5.90 isB -6.11 isC 12.00 isD -5.90 isQ -10.46 VsD -0.81 VsQ -1.52 Vs 1.65 Vs_cita 240.78 Vs_cita_relative 240.78 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.05 Ud 4.08 pi_control 25.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.07 hall_freq 0.00 isA -5.96 isB -5.96 isC 11.92 isD -5.96 isQ -10.33 VsD -0.83 VsQ -1.50 Vs 1.59 Vs_cita 240.87 Vs_cita_relative 240.87 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.04 Ud 4.11 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.04 hall_freq 0.00 isA -5.92 isB -5.85 isC 11.77 isD -5.92 isQ 25.00 VsD -0.78 VsQ -1.40 Vs 1.66 Vs_cita 240.89 Vs_cita_relative 240.89 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.05 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.03 hall_freq 0.00 isA -6.03 isB -5.92 isC 11.95 isD -6.03 isQ -10.31 VsD -0.84 VsQ -1.49 Vs 1.63 Vs_cita 240.70 Vs_cita_relative 240.70 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.09 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.25 hall_freq 0.00 isA -6.16 isB -6.09 isC 12.25 isD -6.16 isQ -10.59 VsD 25.00 VsQ -1.60 Vs 1.66 Vs_cita 241.86 Vs_cita_relative 241.86 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.00 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.27 hall_freq 0.00 isA -5.89 isB -6.09 isC 11.98 isD -5.89 isQ -10.43 VsD 25.00 VsQ -1.51 Vs 1.64 Vs_cita 240.76 Vs_cita_relative 240.76 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.05 Ud 4.07 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.06 hall_freq 0.00 isA -5.91 isB -5.80 isC 11.71 isD -5.91 isQ -10.11 VsD -0.78 VsQ 25.00 Vs 1.66 Vs_cita 240.70 Vs_cita_relative 240.70 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.07 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.06 hall_freq 0.00 isA -6.04 isB -5.98 isC 12.02 isD -6.04 isQ -10.40 VsD -0.82 VsQ -1.46 Vs 1.64 Vs_cita 240.36 Vs_cita_relative 240.36 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.08 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.04 hall_freq 0.00 isA -5.99 isB -5.91 isC 11.90 isD -5.99 isQ -10.28 VsD -0.83 VsQ -1.48 Vs 1.66 Vs_cita 240.86 Vs_cita_relative 240.86 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.12 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.02 hall_freq 0.00 isA -5.92 isB -5.85 isC 11.76 isD -5.92 isQ -10.17 VsD -0.78 VsQ -1.39 Vs 1.66 Vs_cita 240.76 Vs_cita_relative 240.76 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.06 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.16 hall_freq 0.00 isA -5.99 isB -6.05 isC 12.04 isD -5.99 isQ 25.00 VsD -0.85 VsQ -1.54 Vs 1.60 Vs_cita 240.68 Vs_cita_relative 240.68 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.04 Ud 4.09 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.03 hall_freq 0.00 isA -6.05 isB -6.00 isC 12.06 isD -6.05 isQ -10.43 VsD -0.86 VsQ -1.53 Vs 1.67 Vs_cita 240.89 Vs_cita_relative 240.89 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.06 pi_control 25.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.23 hall_freq 0.00 isA -5.97 isB -5.95 isC 11.92 isD -5.97 isQ -10.32 VsD -0.82 VsQ -1.47 Vs 1.66 Vs_cita 241.89 Vs_cita_relative 241.89 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.16 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 25.00 hall_freq 0.00 isA -5.94 isB -5.98 isC 11.93 isD -5.94 isQ -10.34 VsD -0.83 VsQ -1.51 Vs 1.59 Vs_cita 240.70 Vs_cita_relative 240.70 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.04 Ud 4.09 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.00 hall_freq 0.00 isA -5.98 isB -5.95 isC 11.93 isD -5.98 isQ -10.32 VsD -0.80 VsQ -1.44 Vs 1.65 Vs_cita 240.80 Vs_cita_relative 240.80 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te 25.00 Ud 4.13 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.08 hall_freq 0.00 isA -6.02 isB -5.90 isC 11.92 isD -6.02 isQ -10.29 VsD -0.84 VsQ -1.49 Vs 1.61 Vs_cita 240.88 Vs_cita_relative 240.88 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.12 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.29 hall_freq 0.00 isA -5.90 isB -6.12 isC 12.02 isD -5.90 isQ -10.47 VsD -0.81 VsQ -1.53 Vs 25.00 Vs_cita 240.80 Vs_cita_relative 240.80 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.36 psis_ref 25.00000 te -0.05 Ud 4.07 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.01 hall_freq 0.00 isA -5.95 isB -5.89 isC 11.84 isD -5.95 isQ -10.23 VsD -0.79 VsQ -1.41 Vs 1.65 Vs_cita 240.56 Vs_cita_relative 240.56 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 25.00 psis_ref 25.00000 te -0.03 Ud 4.17 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.01 hall_freq 0.00 isA -6.03 isB -5.95 isC 11.98 isD -6.03 isQ -10.35 VsD -0.83 VsQ -1.47 Vs 1.64 Vs_cita 240.61 Vs_cita_relative 240.61 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.35 psis_ref 25.00000 te -0.03 Ud 4.13 pi_control 0.00 pi_max 0.01
