eeschema (22-Jun-2014 BZR 4027)-stable  >> Creation date: jue 30 oct 2014 05:54:05 CST
#Cmp ( order = Reference )
| 1N1        1N4003      
| 1N2        1N4003      
| 1N3        1N4003      
| BT1        BATTERY_12V 
| BT2        BATTERY_48  
| C1         1000uF      
| C2         1000uF      
| C3         100uF       
| C4         100uF       
| C5         100uF       
| C6         100uF       
| C7         100u        
| C8         0.1uF       
| C9         2.2uF       
| C10        0.1uF       
| C11        0.33uF      
| C12        1000uF      
| C13        1000uF      
| C14        100uF       
| C15        100uF       
| C16        10uF        
| C17        100uF       
| D1         LED         
| D2         LED         
| D3         LED         
| D4         LED         
| D5         LED         
| D6         LED         
| D7         LED         
| D8         LED         
| D9         LED         
| D10        LED         
| D11        LED         
| H1         HALL_SENSOR 
| H2         HALL_SENSOR 
| H3         HALL_SENSOR 
| INA1       INA148      
| INA2       INA148      
| IR1        IR_2110     
| IR2        IR_2110     
| IR3        IR_2110     
| L1         L7805CV     
| LF1        LF33CV      
| M1         MCP6022-I/P 
| M2         MCP6022-I/P 
| P1         CONN_1      
| P2         POWER_FUSE  
| P3         CONN_2      
| P4         CONN_1      
| P5         CONN_1      
| P6         POWER_FUSE  
| P7         CONN_1      
| P8         CONN_1      
| P9         CONN_1      
| P10        CONN_1      
| R1         1k          
| R2         36          
| R3         1k          
| R4         36          
| R5         1k          
| R6         3.9k        
| R7         1k          
| R8         1k          
| R9         1k          
| R10        1k          
| R11        1k          
| R12        1k          
| R13        1k          
| R14        36          
| R15        1k          
| R16        36          
| R17        1k          
| R18        1k          
| R19        36          
| R20        36          
| R21        1k          
| R22        1k          
| R23        1k          
| R24        1k          
| R25        1k          
| R26        1k          
| R27        4k           
| R28        4k           
| R_Shunt_1  0.05        
| R_Shunt_2  0.05        
| S1         IRF1010N    
| S2         IRF1010N    
| S3         IRF1010N    
| S4         IRF1010N    
| S5         IRF1010N    
| S6         IRF1010N    
| STM32_CONN1 CONN_STM32_25X2
